PESC,URI
FirstSpokenlanguage,http://ceds.ed.gov/terms#NI000316151876
Native,http://ceds.ed.gov/terms#NI000316151874
Reading,https://pesc.org/vocabs/LanguageUsageCodes#Reading
Speaking,http://ceds.ed.gov/terms#NI000316151877
SpokenAtHome,http://ceds.ed.gov/terms#NI000316151875
Writing,https://pesc.org/vocabs/LanguageUsageCodes#Writing
WrittenCommunication,http://ceds.ed.gov/terms#NI000316151878
